ID,Item Details,Parent Group,PRICE,Qty.
6185,94096 18 22,GIRLS SET (L),915,0
6186,94097 24 34,GIRLS SET (L),835,0
6187,94098 16 26,GIRLS SET (L),495,0
6188,94099(5284) 18 28,GIRLS SET (L),935,0
6189,94099(5284) 30 40,GIRLS SET (L),1190,0
6190,94100(444) 24 34,GIRLS SET (L),1105,0
6191,94101(462) 24 34,GIRLS SET (L),1070,0
6192,94102(505) 16 26,GIRLS SET (L),880,-1
6193,94103 (5023) 20 30,GIRLS SET (L),1085,0
6194,94103(5023) 32 40,GIRLS SET (L),1250,0
6195,94104 20 30,GIRLS SET (L),1085,0
6196,94105 24 34,GIRLS SET (L),1145,18
6197,94106 24 34,GIRLS SET (L),1145,18
6198,94107(5029) 16 18,GIRLS SET (L),795,0
6199,94108 24 34,GIRLS SET (A),1115,0
6200,94109 18 28,GIRLS SET (A),0,0
6201,94110(5030) 16 26,GIRLS SET (A),0,0
6202,94111 12 22,GIRLS SET (L),633,0
6203,94112 12 22,GIRLS SET (A),664,6
6204,94113 12 22,GIRLS SET (A),603,0
6205,94114 24 34,GIRLS SET (L),625,0
6206,94115 24 34,GIRLS SET (L),625,0
6207,94116 24 34,GIRLS SET (L),835,0
6208,94117 18 28,GIRLS SET (L),750,0
6209,94118 18 28,GIRLS SET (A),1110,0
6210,94118 30 40,GIRLS SET (A),1225,0
6211,94119 18 28,GIRLS SET (A),1295,0
6212,94119 30 40,GIRLS SET (A),1410,-6
6213,94120(5030) 20 30,GIRLS SET (A),1085,0
6214,94121(5031) 20 30,GIRLS SET (A),1070,0
6215,94121(5031) 32 40,GIRLS SET (A),1235,0
6216,94122(5032) 20 30,GIRLS SET (A),1085,0
6217,94122(5032) 32 40,GIRLS SET (A),1250,5
6218,94123(5033) 32 40,GIRLS SET (A),1260,0
6219,94124(5034) 20 30,GIRLS SET (A),1095,0
6220,94124(5034) 32 40,GIRLS SET (A),1260,0
6221,94125(5035) 20 30,GIRLS SET (A),1095,0
6222,94126(5036) 20 30,GIRLS SET (A),1030,0
6223,94126(5036) 32 40,GIRLS SET (A),1195,0
6224,94127(5363) 18 28,GIRLS SET (A),900,0
6225,94127(5363) 30 40,GIRLS SET (A),1110,0
6226,94128 24 34,GIRLS SET (A),1295,0
6227,94129 18 28,GIRLS SET (A),935,0
6228,94129 30 40,GIRLS SET (A),1195,0
6229,94130 30 40,GIRLS SET (A),1295,0
6230,94131 24 34,GIRLS SET (A),1170,0
6231,94133 24 40,GIRLS SET (A),1240,3
6232,94134(508) 16 26,GIRLS SET (L),755,0
6233,94135(505) 16 26,GIRLS SET (A),885,0
6234,94136(511) 16 26,GIRLS SET (A),700,0
6235,94137(506) 16 26,GIRLS SET (A),700,0
6236,94138(5037) 20 30,GIRLS SET (L),1050,0
6237,94138(5037) 32 40,GIRLS SET (L),1205,0
6238,94139(5038) 20 30,GIRLS SET (L),1095,6
6239,94139(5038) 32 40,GIRLS SET (L),1280,5
6240,94140(5039) 20 30,GIRLS SET (L),1030,0
6241,94140(5039) 32 40,GIRLS SET (L),1095,0
6242,94141(5040) 20 30,GIRLS SET (L),1085,0
6243,94141(5040) 32 40,GIRLS SET (L),1260,0
6244,94142(5041) 20 30,GIRLS SET (L),1030,0
6245,94142(5041) 32 40,GIRLS SET (L),1205,0
6246,94143 24 34,GIRLS SET (L),1095,0
6247,94144(1725) 24 34,GIRLS SET (L),1150,0
6248,94144(1725) 36 40,GIRLS SET (L),1255,1
6249,94145(1829) 24 34,GIRLS SET (L),1360,0
6250,94145(1829) 36 40,GIRLS SET (L),1465,0
6251,94146(1846) 24 34,GIRLS SET (L),1255,0
6252,94146(1846) 36 40,GIRLS SET (L),1360,0
6253,94147(1840) 24 34,GIRLS SET (L),1150,0
6254,94147(1840) 36 40,GIRLS SET (L),1255,0
6255,94148(1785) 24 34,GIRLS SET (L),1255,0
6256,94148(1785) 36 40,GIRLS SET (L),1460,0
6257,94149(1821) 22 32,GIRLS SET (L),1150,0
6258,94149(1821) 36 40,GIRLS SET (L),1255,0
6259,94150(1775) 24 34,GIRLS SET (L),1255,0
6260,94150(1775) 36 40,GIRLS SET (L),1360,0
6261,94151(1824) 24 34,GIRLS SET (L),1360,0
6262,94151(1824) 36 40,GIRLS SET (L),1465,0
6263,94152(1825) 24 34,GIRLS SET (L),1255,0
6264,94152(1825) 36 40,GIRLS SET (L),1360,0
6265,94153(1777) 24 34,GIRLS SET (L),1360,0
6266,94153(1777) 36 40,GIRLS SET (L),1465,0
6267,94154(1827) 30 40,GIRLS SET (L),1255,0
6268,94155(1812) 24 34,GIRLS SET (L),1360,0
6269,94155(1812) 36 40,GIRLS SET (L),1465,0
6270,94156(1830) 30 40,GIRLS SET (L),1360,0
6271,94157(1831) 30 40,GIRLS SET (L),1465,0
6272,94158(1823) 30 40,GIRLS SET (L),1255,0
6273,94159(514) 16 26,GIRLS SET (L),784,0
6274,94160(5042) 16 24,GIRLS SET (L),1095,5
6275,94161(5043) 20 30,GIRLS SET (L),1030,0
6276,94161(5043) 32 40,GIRLS SET (L),1195,0
6277,94162  16 26,GIRLS SET (L),853,0
6278,94163(1835) 28 38,GIRLS SET (L),1535,0
6279,94164(1841) 28 38,GIRLS SET (L),1535,0
6280,94165(1820) 24 34,GIRLS SET (L),1150,0
6281,94165(1820) 36 40,GIRLS SET (L),1255,0
6282,94166(1816) 24 34,GIRLS SET (L),1360,0
6283,94166(1816) 36 40,GIRLS SET (L),1465,0
6284,94167 24 34,GIRLS SET (L),0,0
6285,94167 36 40,GIRLS SET (L),0,0
6286,94168 24 34,GIRLS SET (L),0,0
6287,94168 36 40,GIRLS SET (L),0,0
6288,94169(518) 16 26,GIRLS SET (L),840,0
6289,94170(5044) 20 30,GIRLS SET (L),1133,0
6290,94170(5044) 32 40,GIRLS SET (L),1353,0
6291,94171(5387) 18 28,GIRLS SET (L),1055,0
6292,94172 24 34,GIRLS SET (L),1265,0
6293,94172 36 40,GIRLS SET (L),1430,0
6294,94173(1710) 28 38,GIRLS SET (L),0,0
6295,94174(5394) 18 28,GIRLS SET (L),1215,0
6296,94175(5045) 20 30,GIRLS SET (L),985,0
6297,94175(5045) 32 40,GIRLS SET (L),1170,0
6298,94176(5046) 20 30,GIRLS SET (L),1030,0
6299,94176(5046) 32 40,GIRLS SET (L),1195,0
6300,94177(708) 18 28,GIRLS SET (L),1100,0
6301,94178(696) 18 28,GIRLS SET (L),1110,0
6302,94179(713) 18 28,GIRLS SET (L),1225,0
6303,94180(713) 30 40,GIRLS SET (L),0,0
6304,94181(1863) 28 38,GIRLS SET (L),1467,0
6305,94182 22 32,GIRLS SET (L),685,0
6306,94183(5400) 18 28,GIRLS SET (L),980,0
6307,94184(487) 34 40,GIRLS SET (L),880,0
6308,94185(1868) 28 38,GIRLS SET (L),1250,0
6309,94186(1876) 28 38,GIRLS SET (L),1362,0
6310,94187(903) 30 40,GIRLS SET (L),685,0
6311,94188(490) 20 30,GIRLS SET (L),510,0
6312,94189(275) 20 30,GIRLS SET (L),625,0
6313,94190(411) 20 30,GIRLS SET (L),615,0
6314,94191(353) 20 30,GIRLS SET (L),615,0
6315,94192(412) 20 30,GIRLS SET (L),615,0
6316,94193(485) 20 30,GIRLS SET (L),620,0
6317,94194(483) 20 30,GIRLS SET (L),620,0
6318,94195(516) 16 26,GIRLS SET (L),875,0
6319,94196(512) 16 26,GIRLS SET (L),755,0
6320,94197(343) 16 22,GIRLS SET (L),740,0
6321,94198(384) 20 30,GIRLS SET (L),615,0
6322,94199(480) 22 32,GIRLS SET (L),685,0
6323,94200(392) 20 30,GIRLS SET (L),660,0
6324,94201(274) 20 30,GIRLS SET (L),630,0
6325,94201(274) 32 40,GIRLS SET (L),765,0
6326,94202(373) 16 22,GIRLS SET (L),660,0
6327,94203(386) 20 30,GIRLS SET (L),736,6
6328,94204(5047) 20 30,GIRLS SET (L),1095,0
6329,94204(5047) 32 40,GIRLS SET (L),1315,0
6330,94205(5048) 20 30,GIRLS SET (L),1125,0
6331,94205(5048) 32 40,GIRLS SET (L),1305,0
6332,94207(19165) 22 28,GIRLS SET (L),1235,0
6333,94208 22 28,AFGANI SET,1240,0
6334,94208(19165) 30 40,AFGANI SET,1350,0
6335,94209(19164) 30 40,SHARARA,1435,6
6336,94210(19143) 22 28,GIRLS SET (L),1260,0
6337,94211(19143) 30 40,GIRLS SET (L),1375,0
6338,94212(19162) 22 28,GIRLS SET (L),1260,0
6339,94213(19162) 30 40,SHARARA,1375,0
6340,94214(0115) 24 34,SKIRT TOP,1030,6
6341,94215(495) 34 40,GIRLS SET (L),995,0
6342,94216(496) 34 40,GIRLS SET (L),995,0
6343,94217(521) 16 26,GIRLS SET (L),745,0
6344,94218(25020) 24 34,GIRLS SET (L),930,0
6345,94219(520) 16 26,GIRLS SET (L),745,0
6346,94220(502) 22 32,GIRLS SET (L),685,5
6347,94220(502) 34 40,GIRLS SET (L),835,0
6348,94221 22 28,SHARARA,1236,0
6349,94221 30 40,SHARARA,1350,0
6350,94222 30 40,LAHANGA CHOLI,1719,6
6351,94223 30 40,GIRLS SET (L),1605,0
6352,94224(5050) 16 18,GIRLS SET (L),875,0
6353,94224(5050) 20 30,GIRLS SET (L),1095,-6
6354,94225(5051) 14  18,GIRLS SET (L),875,0
6355,94225(5051) 20 30,GIRLS SET (L),1060,0
6356,94225(5051) 32 40,GIRLS SET (L),1205,0
6357,94226(0116) 24 34,GIRLS SET (L),845,0
6358,94227(522) 16 26,GIRLS SET (L),885,0
6359,94228(2501) 24 34,GIRLS SET (L),785,0
6360,94229(2502) 24 34,GIRLS SET (L),730,0
6361,94230(2503) 24 34,GIRLS SET (L),730,0
6362,94231 24 34,GIRLS SET (L),875,0
6363,94232 24 34,GIRLS SET (L),800,0
6364,94233 24 34,GIRLS SET (L),800,0
6365,94234(2506) 24 34,GIRLS SET (L),730,0
6366,94235(2507) 24 34,GIRLS SET (L),680,0
6367,94236 16 22,GIRLS SET (L),718,4
6368,94236 24 34,GIRLS SET (L),835,0
6369,94237 22 32,GIRLS SET (L),718,0
6370,94238 18 28,GIRLS SET (L),580,0
6371,94239 22 32,GIRLS SET (L),718,0
6372,94240(2516) 36 40,GIRLS SET (L),835,0
6373,94241(1940) 18 28,GIRLS SET (L),875,0
6374,94242(1910) 20 30,GIRLS SET (L),1330,0
6375,94243(1936) 14 18,GIRLS SET (L),650,0
6376,94244(5044) 24 34,GIRLS SET (L),730,0
6377,94244(5044) 36 40,GIRLS SET (L),840,0
6378,94245 (2501)  24  34,GIRLS SET (L),745,-6
6379,94246(2512) 24 34,GIRLS SET (L),765,0
6380,94247(2517) 24 34,GIRLS SET (L),730,0
6381,94248(2518) 24 34,GIRLS SET (L),785,0
6382,94249(2526) 24 34,GIRLS SET (L),785,0
6383,94250(511) 22 32,GIRLS SET (L),718,0
6384,94251(512) 22 32,GIRLS SET (L),725,0
6385,94252(25006) 24 40,GIRLS SET (L),1155,0
6386,94253(25077) 24 34,GIRLS SET (L),820,0
6387,94254(25041) 24 34,GIRLS SET (L),875,0
6388,94255(25009) 24 34,GIRLS SET (L),765,0
6389,94256(25013) 24 34,GIRLS SET (L),800,0
6390,94257(25032) 24 34,GIRLS SET (L),800,0
6391,94258(25020) 24 34,GIRLS SET (L),950,0
6392,94259(526) 16 26,GIRLS SET (L),830,0
6393,94260(531) 16 26,GIRLS SET (L),820,0
6394,94261(501) 16 22,GIRLS SET (L),685,0
6395,94261(501) 24 34,GIRLS SET (L),800,0
6396,94262(537) 24 34,GIRLS SET (L),950,0
6397,94263(5052) 32 40,GIRLS SET (L),1380,4
6398,94265(5054) 20 30,GIRLS SET (L),1040,0
6399,94265(5054) 32 40,GIRLS SET (L),1180,0
6400,94267(5056) 20 30,GIRLS SET (L),1070,0
6401,94268(5057) 20 30,GIRLS SET (L),1315,0
6402,94268(5057) 32 40,GIRLS SET (L),1535,5
6403,94269(2509) 24 34,GIRLS SET (L),655,0
6404,94270(2515) 24 34,GIRLS SET (L),780,-1
6405,94271(5402) 18 28,GIRLS SET (L),1160,0
6406,94272(538) 24 34,GIRLS SET (L),720,0
6407,94273(529) 22 32,GIRLS SET (L),705,0
6408,94273(529) 34 40,GIRLS SET (L),890,0
6409,94274(515) 22 32,GIRLS SET (L),645,0
6410,94274(515) 34 40,GIRLS SET (L),0,0
6411,94275(383) 24 34,GIRLS SET (L),915,0
6412,94276(25015) 24 34,GIRLS SET (L),975,0
6413,94277(25049) 24 34,GIRLS SET (L),1235,6
6414,94278(25017) 20 30,GIRLS SET (L),1195,0
6415,94279(507) 22 32,GIRLS SET (L),720,0
6416,94279(507) 34 40,GIRLS SET (L),855,0
6417,94280 (524) 16 26,FROCK(L),805,0
6418,94281(530) 16 26,FROCK(L),830,0
6419,94282(516) 24 34,GIRLS SET (L),845,0
6420,94283 (1428)  24 34,SHARARA (L),1495,2
6421,94284 (1448)  20 30,CORD SET,925,0
6422,94285 (1449)  20 30,SHARARA (L),1050,0
6423,94286 (1392) 24 34,SHARARA (L),1095,0
6424,94287 24 34,GIRLS SET (L),1095,0
6425,94288 24 34,GIRLS SET (L),1150,0
6426,94289 14 22,GIRLS SET (L),725,0
6427,94290(5058) 20 30,GIRLS SET (L),1305,0
6428,94291(5059) 20 30,GIRLS SET (L),985,5
6429,94292(5060) 20 30,GIRLS SET (L),1095,6
6430,94292(5060) 32 40,GIRLS SET (L),1280,0
6431,94293(548) 24 34,GIRLS SET (L),725,0
6432,94294(1954) 14 20,GIRLS SET (L),695,0
6433,94295(519) 22 32,GIRLS SET (L),740,0
6434,94296(529) 16 26,GIRLS SET (L),0,0
6435,94296(547) 22 32,GIRLS SET (L),845,0
6436,94297(2509) 24 34,GIRLS SET (L),695,0
6437,94298(529) 16 26,GIRLS SET (L),820,0
6438,94299(536) 16 26,GIRLS SET (L),805,0
6439,94300(560) 22 32,GIRLS SET (L),835,0
6440,94301(5061) 20 30,GIRLS SET (L),1085,0
6441,94303(5002) 28 38,GIRLS SET (L),1255,0
6442,94304(1751) 36 40,GIRLS SET (L),1190,0
6443,94305 16 26,GIRLS SET (L),645,0
6444,94306 16 26,GIRLS SET (L),760,0
6445,94307 18 28,GIRLS SET (L),1055,0
6446,94307 20 30,GIRLS SET (L),1085,6
6447,94308(5063) 20 30,GIRLS SET (L),1095,5
6448,94309 24 34,GIRLS SET (L),1295,0
6449,94310 24 34,GIRLS SET (L),1155,0
6450,94311 28 38,GIRLS SET (L),1360,0
6451,94312(4682) 24 34,GIRLS SET (L),1195,0
6452,94313(1958) 20 30,GIRLS SET (L),1085,0
6453,94314 20 30,GIRLS SET (L),705,0
6454,94315 20 30,GIRLS SET (L),795,0
6455,94316 30 40,GIRLS SET (L),785,0
6456,94317 24 34,GIRLS SET (L),875,0
6457,94318(5065) 20 30,GIRLS SET (L),1030,6
6458,94319(5064) 14 18,GIRLS SET (L),820,0
6459,94319(5064) 20 30,GIRLS SET (L),1005,0
6460,94319(5064) 32 40,GIRLS SET (L),1195,0
6461,94320(1965) 20 30,GIRLS SET (L),1095,0
6462,94321(1964) 20 30,GIRLS SET (L),1250,0
6463,94322(6001) 28 38,GIRLS SET (L),1360,-12
6464,94323(538) 16 26,GIRLS SET (L),775,0
6465,94324(5066) 14 18,GIRLS SET (L),875,0
6466,94324(5066) 20 30,GIRLS SET (L),1040,0
6467,94324(5066) 32 40,GIRLS SET (L),1235,10
6468,94325(24030) 24 34,GIRLS SET (L),950,0
6469,94326(24027) 24 34,GIRLS SET (L),980,0
6470,94327(75499)  24 34,PLAZO SET,765,0
6471,94329(75515)  24 34,PLAZO SET,765,0
6472,94330(515) 16 26,GIRLS SET (L),820,0
6473,94331(25059) 24 34,GIRLS SET (L),980,0
6474,94332(75495) 18 28,GIRLS SET (L),765,0
6475,94333(75469) 24 34,GIRLS SET (L),935,0
6476,94334(75494) 20 30,GIRLS SET (L),705,0
6477,94335(75516) 20 30,GIRLS SET (L),695,0
6478,94335(75516) 32 38,GIRLS SET (L),810,4
6479,94336(5067) 20 30,GIRLS SET (L),1125,0
6480,94337(5007) 28 38,GIRLS SET (L),1255,0
6481,94338(25070) 24 34,GIRLS SET (L),1005,0
6482,94339(5415) 18 28,GIRLS SET (L),1000,0
6483,94340(1974) 20 30,GIRLS SET (L),1195,0
6484,94341(5068) 20 30,GIRLS SET (L),1095,0
6485,94342(5069) 20 30,GIRLS SET (L),1235,6
6486,94343(5070) 20 30,GIRLS SET (L),985,6
6487,94343(5070) 32 40,GIRLS SET (L),1150,0
6488,94344(5071) 20 30,GIRLS SET (L),930,0
6489,94344(5071) 32 40,GIRLS SET (L),1095,0
6490,94345(522) 16 26,GIRLS SET (L),885,0
6491,94346(25071) 24 34,GIRLS SET (L),870,12
6492,94347(5072) 20 30,GIRLS SET (L),1205,0
6493,94347(5072) 32 40,GIRLS SET (L),1425,0
6494,94348(5073) 14 18,GIRLS SET (L),930,0
6495,94348(5073) 20 30,GIRLS SET (L),1085,0
6496,94348(5073) 32 40,GIRLS SET (L),1195,0
6497,94350(3322) 28 38,GIRLS SET (L),1465,0
6498,94351(5008) 28 38,GIRLS SET (L),1360,0
6499,94352(3325) 28 38,GIRLS SET (L),1465,0
6500,94353(5074) 20 30,GIRLS SET (L),1040,0
6501,94353(5074) 32 40,GIRLS SET (L),1260,10
6502,94354(534) 16 26,GIRLS SET (L),810,0
6503,94355(541) 16 26,GIRLS SET (L),885,0
6504,94356(25043) 24 34,GIRLS SET (L),1175,0
6505,94357(24019) 24 34,GIRLS SET (L),945,0
6506,94358(24025) 24 34,GIRLS SET (L),905,0
6507,94359(24031) 24 34,GIRLS SET (L),945,0
6508,94360(638) 12 22,GIRLS SET (L),720,0
6509,94361(647) 12 22,GIRLS SET (L),625,0
6510,94362(646) 12 22,GIRLS SET (L),685,0
6511,94363(641) 12 22,GIRLS SET (L),730,0
6512,94364(633) 12 22,GIRLS SET (L),760,0
6513,94365(643) 16 26,GIRLS SET (L),835,0
6514,94366(632) 12 22,GIRLS SET (L),730,0
6515,94367(631) 12 22,GIRLS SET (L),625,0
6516,94368(75450) 24 34,GIRLS SET (L),970,0
6517,94369(75437) 24 34,GIRLS SET (L),940,6
6518,94370(75440) 24 34,GIRLS SET (L),795,0
6519,94371(580) 24 34,GIRLS SET (L),1075,0
6520,94372(581) 24 34,GIRLS SET (L),1030,0
6521,94374(583) 16 22,GIRLS SET (L),699,-4
6522,94374(583) 24 34,GIRLS SET (L),770,-6
6523,94375(3342) 28 38,GIRLS SET (L),1465,0
6524,94376(3343) 28 38,GIRLS SET (L),1465,0
6525,94377(542) 16 26,GIRLS SET (L),895,0
6526,94378(475) 24 34,GIRLS SET (L),1030,0
6527,94380(629) 22 28,GIRLS SET (L),1195,0
6528,94380(629) 30 40,GIRLS SET (L),1355,0
6529,94382(640) 22 28,GIRLS SET (L),995,0
6530,94382(640) 30 40,GIRLS SET (L),1155,0
6531,94383(633) 24 34,GIRLS SET (L),1175,1
6532,94384(522) 22 28,GIRLS SET (L),865,0
6533,94384(522) 30 40,GIRLS SET (L),995,0
6534,94385(638) 22 28,GIRLS SET (L),1165,0
6535,94385(638) 30 40,GIRLS SET (L),1325,0
6536,94386(678) 16 26,GIRLS SET (L),890,6
6537,94387(672) 18 22,GIRLS SET (L),730,0
6538,94388(677) 12 22,GIRLS SET (L),730,6
6539,94389(680) 12 22,GIRLS SET (L),770,0
6540,A1 (RT) 12 14     [620439],FROCK(K),550,0
6541,A2 (RT) 12 14     [620439],FROCK(K),550,0
6542,A2204 34 40,GIRLS SET (K),1025,0
6543,A3 (RT) 12 14     [620439],FROCK(K),520,0
6544,A3(MB) 16  26      [620443],FROCK (A),780,6
6545,A4 (RT) 12 14     [620439],FROCK(K),550,0
6546,A5 (RT) 12 14     [620439],FROCK(K),499,0
6547,A6 (RT) 12 14     [620439],FROCK(K),499,0
6548,A6129 22 32,GIRLS SET (K),685,6
6549,A6171 20 30,GIRLS SET (K),695,7
6550,A717 20 26,GIRLS SET (K),495,0
6551,A8 (RT) 12 14    [620439],FROCK(K),550,0
6552,AA105 16 26,GIRLS SET (A),535,0
6553,AA200 16 26,GIRLS SET (A),575,0
6554,AA220 16 26,GIRLS SET (A),545,0
6555,AA755 16 26,GIRLS SET (A),520,6
6556,ADVIKA 24 34,DRESS (G),500,-1
6557,AF1330 16 26,GIRLS SET (A),550,6
6558,AF1928 30 40,GIRLS SET (K),1465,0
6559,AF1990 30 40,HIRA MANDI(K),1475,0
6560,AF225 16 26,GIRLS SET (A),535,0
6561,AF3319 30 40,GIRLS SET (K),1367,0
6562,AF3344 30 40,HIRA MANDI(K),1295,0
6563,AF421 30 40,HIRA MANDI(K),1395,0
6564,AF45 16 26,GIRLS SET (A),745,6
6565,AF5222 30 40,GIRLS SET (K),1857,0
6566,AF8050 26 36,GIRLS SET (A),990,24
6567,AG1309 20 30,GIRLS SET (K),755,0
6568,AG1405  20 30,SHARARA,1490,0
6569,AG1514 20 30,GIRLS SET (K),950,0
6570,AG1561 20 30,GIRLS SET (K),940,0
6571,AG1801 20 30,SHARARA,980,0
6572,AG1840 20 30,GIRLS SET (K),945,0
6573,AG1863 20 30,GIRLS SET (K),955,0
6574,AG1900 20 30,SHARARA,950,0
6575,AG1912 20 30,GIRLS SET (K),1020,0
6576,AG1915 20 30,PLAZO KOTI,985,4
6577,AG1916 20 30,GIRLS SET (K),1090,0
6578,AG1918 20 30,GIRLS SET (K),995,0
6579,AG1929 20 30,GIRLS SET (K),770,0
6580,AG1930 20 30,GIRLS SET (K),1150,0
6581,AG1931 20 30,GIRLS SET (K),765,0
6582,AG1932 20 30,GIRLS SET (K),1059,0
6583,AG1933 20 30,GIRLS SET (K),1161,0
6584,AG1934 20 30,GIRLS SET (K),992,0
6585,AG1935 20 30,GIRLS SET (K),992,0
6586,AG1937 20 30,AFGANI DHOTI,950,0
6587,AG1951 20 30,GIRLS SET (K),995,0
6588,AG1953 20 30,AFGANI SET,995,0
6589,AG1958 20 30,GIRLS SET (K),1050,0
6590,AG1967 20 30,LAHANGA CHOLI,1088,0
6591,AG1969 20 30,GIRLS SET (K),1021,0
6592,AG1970 20 30,GIRLS SET (K),1216,1
6593,AG2002  20 30,GIRLS SET (K),1085,0
6594,AG2003 20 30,GIRLS SET (K),1258,0
6595,AG2004 20 30,GIRLS SET (K),1248,0
6596,AG2005 20 30,GIRLS SET (K),1435,0
6597,AG2007 20 30,GIRLS SET (K),1224,0
6598,AG2008 30 40,GIRLS SET (K),1392,0
6599,AG2009 30 40,GIRLS SET (K),1531,0
6600,AG2010 30 40,GIRLS SET (K),1517,0
6601,AG2015 20 30,GIRLS SET (K),1339,0
6602,AG2018 20 30,GIRLS SET (K),1243,0
6603,AG2020 30 40,GIRLS SET (K),1228,0
6604,AG2021 30 40,GIRLS SET (K),1526,0
6605,AG2024 20 30,GIRLS SET (K),1243,0
6606,AG2025 30 40,GIRLS SET (K),1535,0
6607,AG2027 20 30,GIRLS SET (K),1296,0
6608,AG2030 30 40,GIRLS SET (K),1480,0
6609,AG2050 20 30,GIRLS SET (K),1350,0
6610,AG2051 20 30,GIRLS SET (K),1243,0
6611,AG2052 30 40,GIRLS SET (K),1488,0
6612,AG2054 30 40,GIRLS SET (K),1488,0
6613,AG2055 20 30,GIRLS SET (K),1008,0
6614,AG2059 20 30,GIRLS SET (K),1224,0
6615,AG2062 20 30,GIRLS SET (K),1450,0
6616,AG3001 20 30,PLAZO SET,1235,0
6617,AG3002 20 30,PLAZO SET,1270,0
6618,AG3003 20 30,PLAZO SET,1240,0
6619,AG3004  20 30,LEHANGA CHOLI,1420,0
6620,AG3005  30 40,PLAZO SET,1140,0
6621,AG3006  20 30,PLAZO SET,1125,0
6622,AG3007  20 30,LEHANGA CHOLI,1125,0
6623,AG3008 20 30,PLAZO SET,1225,0
6624,AG3009 30 40,LEHANGA CHOLI,1520,0
6625,AG3014 30 40,PLAZO SET,1200,0
6626,AG3015 30 40,PLAZO SET,1215,0
6627,AG3017 20 30,PLAZO SET,910,1
6628,AG3018 20 30,PATIYALA,1010,0
6629,AG3019 20 30,AFGANI SET,930,0
6630,AG3020 20 30,LAHANGA CHOLI,1390,0
6631,AG3021 20 30,PLAZO SET,1055,0
6632,AG3022 30 40,LAHANGA CHOLI,1340,0
6633,AG3051 20 30,LAHANGA CHOLI,1045,0
6634,AG3052 30 40,PLAZO SET,1360,0
6635,AG3053 20 30,AFGANI SET,1075,0
6636,AG3054  20 30,SKIRT CHOLI,1170,0
6637,AG3055 30 40,GIRLS SET (K),1200,0
6638,AG3057 20 30,AFGANI SET,1005,0
6639,AG3058  20 30,PLAZO SET,1055,0
6640,AG3064 20 30,PLAZO SET,1080,0
6641,AG3065 20 30,AFGANI SET,1005,0
6642,AG3067 20 30,LAHANGA CHOLI,1130,12
6643,AG3099 20 30,FARSI,1395,0
6644,AG4003 30 40,FARSI,1530,0
6645,AG4004 30 40,GIRLS SET (K),1585,0
6646,AG4006 20 30,SHARARA,1245,6
6647,AG4007 30 40,GIRLS SET (K),1625,0
6648,AG4008 30 40,FARSI,1595,6
6649,AG4009 30 40,FARSI,1430,0
6650,AG4010 30 40,KALI PLAZO,1820,0
6651,AG4012 20 30,KALI SHARARA,1335,0
6652,AG4013 30 40,KALI SHARARA,1430,0
6653,AG4014 20 30,FARSI,1370,0
6654,AG4015 30 40,PLAZO SET,1530,0
6655,AG4017 20 30,GIRLS SET (K),1480,0
6656,AG4018 30 40,PAKISTANI SET,1405,0
6657,AG4021 20 30,SHARARA,1305,0
6658,AG4022 20 30,GIRLS SET (K),1430,0
6659,AG4026 30 40,FARSI,1585,0
6660,AG4029 20 30,GIRLS SET (K),1270,0
6661,AG4032 30 40,GIRLS SET (K),1585,0
6662,AG4033 30 40,GIRLS SET (K),1560,0
6663,AG4034 30 40,GIRLS SET (K),1575,0
6664,AG4035 20 30,GIRLS SET (K),1295,0
6665,AG4036 30 40,GIRLS SET (K),1625,0
6666,AG4037 20 30,GIRLS SET (K),1370,0
6667,AG4041 20 30,PLAZO SET,1405,0
6668,AG4042 20 30,GIRLS SET (K),1175,0
6669,AG4045 20 30,PLAZO SET,1395,0
6670,AG4048 30 40,FARSI,1595,0
6671,AG4049 30 40,FARSI,1588,0
6672,AG4050 20 30,PLAZO SET,1405,0
6673,AG4051 30 40,FARSI,1575,0
6674,AG4052 30 40,FARSI,1595,0
6675,AG4053 30 40,FARSI,1610,0
6676,AG4054 20 30,FARSI,1435,0
6677,ALIZA 36 40,DRESS (G),1235,1
6678,AN1205 16 22,GIRLS SET (K),505,0
6679,ANAMIKA 18 28,FROCK (A),745,6
6680,ANJALI 24 34,GIRLS SET (A),1610,0
6681,APSARA 22 32,GIRLS SET (A),1301,12
6682,APSARA 34 38,GIRLS SET (A),1541,0
6683,B1002 38,BOYS SHIRTS,275,11
6684,B16524 18,BOYS SHIRTS,480,1
6685,B17538 10 16,BOYS SHIRTS,360,4
6686,B17539 10 16,BOYS SHIRTS,340,7
6687,B17543 10 16,BOYS SHIRTS,340,4
6688,B1845 32 36,GIRLS SET (K),1095,3
6689,B2365 32 36,BOYS SHIRTS,355,1
6690,B2407 32 36,GIRLS SET (K),1295,-6
6691,B941 10 16,BOYS SHIRTS,495,4
6692,BC0022 16 22,GIRLS SET (K),530,0
6693,BC0024 16 22,GIRLS SET (K),575,0
6694,BC0025 16 22,GIRLS SET (K),550,0
6695,BC0026 16 22,GIRLS SET (K),565,0
6696,BC003 16 22,GIRLS SET (K),565,0
6697,BC006 16 22,GIRLS SET (K),575,0
6698,BD076   12  14     [62041100],FROCK (A),520,0
6699,BD10011 32 40,GIRLS SET (A),1320,0
6700,BD10013 22 30,GIRLS SET (A),1170,0
